9,9,-44941.33,5714499.08,231.656358264,MOD13Q1.A2006001.h17v03.005.2008063080924.250m_16_days_EVI,MOD13Q1,A2006001,Lat51.4017666666667Lon-0.633633333333333Samp9Line9,2008063080924,1066,1383,1187,1471,1470,1555,3785,3780,3780,1223,1576,1427,1312,1379,1485,1811,2116,3803,1822,1974,2287,5805,2523,2535,2940,2992,3219,2079,2079,1902,3895,1130,1113,1696,3414,3662,1551,1684,2859,833,8135,6945,7766,1771,2279,7019,1684,796,732,732,7100,4858,1923,1330,1337,3966,2254,3232,830,815,2389,1195,1238,1361,5062,3700,3872,2015,2341,3199,2838,1961,4660,5406,7879,2411,2015,2292,2658,2403,2552
9,9,-44941.33,5714499.08,231.656358264,MOD13Q1.A2006017.h17v03.005.2008277150148.250m_16_days_EVI,MOD13Q1,A2006017,Lat51.4017666666667Lon-0.633633333333333Samp9Line9,2008277150148,2771,2302,2601,2601,2778,3163,2696,1975,1888,2384,2501,2186,2860,2860,2963,2696,4136,2976,2384,2473,2487,2913,2929,2929,4927,5207,3537,2339,2345,2802,2756,2722,3632,3632,4674,3014,2385,2385,2767,2313,2722,2590,3348,3348,2876,2490,2301,2301,2313,2028,2496,2652,2589,2589,2894,1943,2818,2648,2939,3097,2958,2670,2439,3167,2537,2818,2924,2924,2770,2346,2409,2944,2833,2537,2432,2070,1683,1683,1660,2409,2863
9,9,-44941.33,5714499.08,231.656358264,MOD13Q1.A2006033.h17v03.005.2008072125044.250m_16_days_EVI,MOD13Q1,A2006033,Lat51.4017666666667Lon-0.633633333333333Samp9Line9,2008072125044,2589,2695,2274,2593,2767,2654,2897,2142,1958,2332,2447,2245,2266,2866,2524,2897,4546,2971,2328,2447,2512,2512,3000,2881,3309,4836,2941,2387,2224,2732,2600,3641,2881,4027,4439,2834,2387,2213,2687,2150,2364,2617,2617,4455,3460,2300,2300,2258,2381,1941,2469,2555,2471,2533,2581,1872,2711,2381,2764,2974,2890,2492,2431,3033,2374,2393,2914,2914,2552,2373,2492,2535,2840,2544,2393,2184,3194,2919,2373,2368,2478
9,9,-44941.33,5714499.08,231.656358264,MOD13Q1.A2006049.h17v03.005.2008077052746.250m_16_days_EVI,MOD13Q1,A2006049,Lat51.4017666666667Lon-0.633633333333333Samp9Line9,2008077052746,3031,3031,2675,3372,3090,2919,2919,2858,2870,2809,2832,2675,2875,3270,2841,4512,4491,5054,2997,2832,3064,3064,3640,3236,4927,4927,5054,2997,3079,3048,3048,3074,3200,4044,4306,4306,3213,2830,2954,2396,3250,2563,4044,3429,3429,2875,2741,2725,2990,3273,2563,3040,3098,2877,2701,2701,2572,2990,3273,3273,3355,3438,3341,2093,2093,2572,3590,3144,3089,3089,3024,3215,2022,2925,2925,2840,2346,2575,2575,2152,3215
9,9,-44941.33,5714499.08,231.656358264,MOD13Q1.A2006065.h17v03.005.2008084125326.250m_16_days_EVI,MOD13Q1,A2006065,Lat51.4017666666667Lon-0.633633333333333Samp9Line9,2008084125326,2671,2272,2272,2719,2687,2544,2354,2354,2334,2671,2544,2501,2501,2687,2687,3551,4738,2334,2586,2586,2754,2501,2980,3896,3896,4738,4738,2432,2432,2754,3002,3002,3019,3896,4447,2564,2334,2676,2676,2197,2197,3019,3098,3098,2581,2334,2305,2305,2557,2412,2412,2937,2937,2581,2447,2260,2877,2557,3053,3053,3120,2817,2817,2691,2691,2877,2877,2744,2215,3120,2772,2772,2570,2691,2263,1646,1646,2215,2215,2496,2485
9,9,-44941.33,5714499.08,231.656358264,MOD13Q1.A2006081.h17v03.005.2008097211316.250m_16_days_EVI,MOD13Q1,A2006081,Lat51.4017666666667Lon-0.633633333333333Samp9Line9,2008097211316,2891,3189,2758,3055,2917,3071,2524,2524,2730,2643,3189,3509,3164,2878,2992,3344,6346,6346,2643,3031,2900,3553,3237,3237,5545,5881,4742,2831,2831,2929,3241,3472,3954,3954,4621,3518,2659,2965,2965,3241,2533,2675,3703,4621,3464,2576,2634,2922,2922,2487,3246,3703,3238,3238,2853,2634,2381,3392,3640,3640,4075,3540,2975,3053,2974,2654,3341,2883,3640,3554,2829,2812,3045,2675,2648,3171,2883,2975,2514,2514,2812
9,9,-44941.33,5714499.08,231.656358264,MOD13Q1.A2006097.h17v03.005.2008101114031.250m_16_days_EVI,MOD13Q1,A2006097,Lat51.4017666666667Lon-0.633633333333333Samp9Line9,2008101114031,3379,3479,2712,3346,3501,3399,3077,2492,2109,3122,3122,2848,2746,3518,3135,3077,6033,3916,3365,2966,2966,3217,3759,3449,3523,6695,4514,3030,2776,3331,3626,3265,3449,4747,6000,3976,3030,2838,3766,2907,2473,2937,2937,3917,3635,2854,2720,2891,2908,2473,3067,3893,3623,3121,3086,2650,2650,3439,3312,3968,4668,3525,3121,4233,3142,3388,3388,4431,4401,3282,3189,3324,4267,3178,2858,3534,3534,2532,2447,3189,3430
9,9,-44941.33,5714499.08,231.656358264,MOD13Q1.A2006113.h17v03.005.2008108215750.250m_16_days_EVI,MOD13Q1,A2006113,Lat51.4017666666667Lon-0.633633333333333Samp9Line9,2008108215750,4165,3800,3945,3691,3691,4192,4036,3616,3410,3556,3787,3476,3346,3346,4447,4506,5032,5121,3532,3550,3701,3346,3751,4243,4357,5115,5123,3153,3414,3790,3790,4110,4171,4928,5015,4437,3160,3488,3681,3580,4104,4167,4765,4808,4335,3046,3016,3016,3580,3580,4859,4859,4805,3889,3772,3016,3016,3893,3893,4859,4859,3969,3969,3772,3772,3168,3168,3893,4098,4098,3355,3969,3607,3607,3168,3168,2701,2701,3355,3355,3355
9,9,-44941.33,5714499.08,231.656358264,MOD13Q1.A2006129.h17v03.005.2008321050749.250m_16_days_EVI,MOD13Q1,A2006129,Lat51.4017666666667Lon-0.633633333333333Samp9Line9,2008321050749,5338,5338,5115,5115,5115,5115,5417,5417,4651,5338,5338,5115,5115,5115,5115,5417,5417,5417,4752,4752,5239,5239,5239,5239,5787,5787,5787,4752,4752,5239,5239,5239,5787,5787,5787,5787,3806,4171,5007,5007,5007,5573,5573,5573,5573,3739,4171,4171,4171,5156,5573,5573,5573,5573,3739,3922,3922,5156,5156,5156,4648,5456,4759,3958,3922,3922,4153,4153,5156,4648,4648,4648,3958,3958,3200,3200,4153,3377,3377,3377,4076
9,9,-44941.33,5714499.08,231.656358264,MOD13Q1.A2006145.h17v03.005.2008119070047.250m_16_days_EVI,MOD13Q1,A2006145,Lat51.4017666666667Lon-0.633633333333333Samp9Line9,2008119070047,6030,4814,4814,5125,5693,5753,5753,4718,4788,5934,5934,4113,4113,4966,4468,4973,4973,5388,5213,5213,4894,4703,5114,4468,5292,5466,5466,4781,4817,4894,6050,5828,5542,5542,5277,5529,4546,4817,4817,5699,4458,5005,5652,5157,5529,4546,4715,5427,5427,4572,5541,6001,5157,5111,5183,4313,4045,5779,5779,6118,5850,4945,4945,5430,5337,5156,6019,6019,6118,5850,4217,4365,4544,4110,4529,3495,4422,4422,3576,4232,4365
