"ID","lat","long","start.date","end.date","min.band","max.band","mean.band","sd.band","band.yield","no.fill.data","poor.quality.data"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.2523,0.5594,0.424825607830225,0.082386073898324,NA,"0% (0/69)","50.72% (35/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.2461,0.5732,0.404366912575422,0.0889480599492697,NA,"0% (0/69)","50.72% (35/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.2172,0.6036,0.385755208310549,0.0827314093203515,NA,"0% (0/69)","50.72% (35/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.2172,0.603,0.403500948252784,0.102977203357419,NA,"0% (0/69)","49.28% (34/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.2272,0.541,0.368405995934399,0.0860052354461667,NA,"0% (0/69)","50.72% (35/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.2203,0.4814,0.336991064303033,0.0733047139456411,NA,"0% (0/69)","49.28% (34/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.2326,0.5203,0.37061160190639,0.0746580684392515,NA,"0% (0/69)","47.83% (33/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.2634,0.5781,0.40515600909777,0.0871277722207292,NA,"0% (0/69)","47.83% (33/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.2544,0.5753,0.407788511950956,0.0855542559047684,NA,"0% (0/69)","47.83% (33/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.228,0.5537,0.394682929991077,0.085335135692536,NA,"0% (0/69)","52.17% (36/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.2523,0.5471,0.368421766805809,0.069557738501187,NA,"0% (0/69)","50.72% (35/69)"
